meta_id,id,documents,approval_type,supplement_number,fda_application_num,notes
e5ed578e4dc54d8eb3166a222b907f8a,NDA020862-006,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20862se1-006_hectorol_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20862se1-006ltr.pdf""]}]",New or Modified Indication,6,NDA020862,
9eefdf8154554695ba85b009278570d6,NDA020378-006,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20378S6LTR.PDF""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-378S-006_review.pdf""]}]",New or Modified Indication,6,NDA020378,Label is not available
7f4b905af9ba4a4b86ae197b62113bc1,NDA021178-004,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21178s4lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21178se1-004ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-178S004_Glucovance_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-178S004_Glucovance_Prntlbl.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-178S004_Glucovance_Medr.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-178S004_Glucovance_Chemr.pdf""]}, {""name"": ""Environmental Assessment"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-178S004_Glucovance_EAFONSI.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-178S004_Glucovance_Statr.pdf""]}, {""name"": ""Administrative Document(s) & Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-178S004_Glucovance_AdminCorres.pdf""]}]",New or Modified Indication,4,NDA021178,
d6ad7b6fc3734f819cc66c3f80e7b260,NDA020357-010,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20357s10ltr.pdf""]}, {""name"": ""Approval Letter, Medical Review(s), Chemistry Review(s), & EA/Fonsi"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020357s010_appltr_medr_chemr_EA.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020357s010_statr.pdf""]}, {""name"": ""Administrative Document(s)/Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020357s010_admindocs_corres.pdf""]}]",New or Modified Indication,10,NDA020357,Label is not available
2223b513a830496fb8d6dff468402d35,NDA020637-016,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/020637s016lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20637se1-016ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_medr_P2.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_chemr.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_statr.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_biopharmr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_admindocs_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_admindocs_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_admindocs_P3.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/20-637S016_Gliadel_corres.pdf""]}]",New or Modified Indication,16,NDA020637,
4a79f00eba5a4db0897c2906794d537c,NDA021588-037,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021588s037lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021588Orig1s037ltr.pdf""]}]",New or Modified Indication,37,NDA021588,
f0c36de60982454db957ce1d314e608f,NDA021588-014,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021588s011s012s013s014s017lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021588s011, s012, s013, s014, s017ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s014_gleevec.pdf""]}]",New or Modified Indication,14,NDA021588,
3b6f760e7bd94114bf2a647be4e7d399,NDA021588-012,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021588s011s012s013s014s017lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021588s011, s012, s013, s014, s017ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s012_gleevic.pdf""]}]",New or Modified Indication,12,NDA021588,
00394b1c41aa45b9bc29cca80a028ec6,NDA021588-016,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021588s016lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021588s016ltr.pdf""]}]",New or Modified Indication,16,NDA021588,
a5261bf6ed984726a900ed242fc2b7c9,NDA021588-017,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021588s011s012s013s014s017lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021588s011, s012, s013, s014, s017ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s017_gleevec.pdf""]}]",New or Modified Indication,17,NDA021588,
35c9e7bbfe8a4373a6a61e2a6e9439ef,NDA021588-013,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021588s011s012s013s014s017lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021588s011, s012, s013, s014, s017ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s013_gleevic.pdf""]}]",New or Modified Indication,13,NDA021588,
55cd348c2bcc414d81562792d73bdd18,NDA021588-011,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021588s011s012s013s014s017lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021588s011, s012, s013, s014, s017ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021588_s011_gleevec.pdf""]}]",New or Modified Indication,11,NDA021588,
0854f3179a694f468f4eaa06282c830c,NDA021335-001,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21335s1lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21335s001ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Medr_P2.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Chemr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_BioPharmr_P1.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Admindocs_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Admindocs_P2.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S001_Gleevec_Corres.pdf""]}]",New or Modified Indication,1,NDA021335,
b025d6a22194440195e5c4b4e311faa4,NDA021335-004,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21335se8-Gleevec_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_Approv.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_medr_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_medr_P3.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_chemr.pdf""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_pharmr.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_statr.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_biopharmr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_admindocs_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_admindocs_P2.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-335S004_Gleevec_corres.pdf""]}]",New or Modified Indication,4,NDA021335,
047eca87e51d4b7789969a9b45cfef49,NDA020280-049,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020280s049lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020280s049LTR.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/020280_s049_genotropin_medr.pdf""]}]",New or Modified Indication,49,NDA020280,
f1975ccefd0a4f3d9826f182cc842c56,NDA020280-031,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/20280s31lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/20280s31ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_medr_P2.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_chemr.pdf""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_pharmr.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_statr.pdf""]}, {""name"": ""Administrative Document(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_admindocs.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-280S031_Genotropin_corres.pdf""]}]",New or Modified Indication,31,NDA020280,
35f8cfda7db6406c8578825bc621a691,NDA020280-008,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020280s008.pdf""]}]",New or Modified Indication,8,NDA020280,Label is not available
7680ff284a4243719f60d09c7a4e7d35,NDA020825-034,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/020825s034lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/020825s034ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/020825Orig1s034.pdf""]}]",New or Modified Indication,34,NDA020825,
d64ff350ecb24a9aad04a8ea6d8e1541,NDA020825-009,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/020825s009lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20825s009rev2.pdf""]}]",New or Modified Indication,9,NDA020825,
f98d88bbc1a44d799caaadddba11552c,NDA020280-060,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020280s060lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020280s060ltr.pdf""]}, {""name"": ""Summary Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/summary_review/2008/020280se1-060_SUMR.pdf""]}]",New or Modified Indication,60,NDA020280,
4b1045b45f9841c4a8ac8a4e2a6c0d29,NDA020280-023,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20280S23LTR.PDF""]}]",New or Modified Indication,23,NDA020280,Label is not available
65ca7ac5375c4866a8528f0930cc55b8,NDA020509-039,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020509s039_ltr.pdf""]}]",New or Modified Indication,39,NDA020509,Label is not available
1c88010d1165426b9322f9cddd9fb97a,NDA020509-029,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/020509s029lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20509se1-029ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/020509_S029_GEMZAR_AP.pdf""]}]",New or Modified Indication,29,NDA020509,
bf7c84d269624f968ce7905a44252f99,NDA020509-005,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20509lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20509ltr.pdf""]}]",New or Modified Indication,5,NDA020509,
9f72920c007b47fbb62627aae77d54f4,NDA020140-002,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/020140s002lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/020140s002ltr.pdf""]}]",New or Modified Indication,2,NDA020140,
8121c2132f0c4033888a43ecfebd1cb7,NDA020287-035,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/020287s035lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/020287s035ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/020287Orig1s035.pdf""]}]",New or Modified Indication,35,NDA020287,
b83060d401b64a38a02325c3bc4ef9d4,NDA020287-032,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20287se1-032_fragmin_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20287se1-032ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020287_s032_FRAGMIN INJECTION.pdf""]}]",New or Modified Indication,32,NDA020287,
afd2f0266d9e4895ac835f9c5a15f867,NDA020287-008,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/1999/20287s8lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/20287s8ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_appltr.pdf""]}, {""name"": ""Final Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_medr_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_medr_P3.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_chemr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_EA_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S008_Fragmin_EA_P2.pdf""]}]",New or Modified Indication,8,NDA020287,
7f781204148d4d47a215c030c2528191,NDA020287-010,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_prntlbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_appltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_appltr.pdf""]}, {""name"": ""Final Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_medr_P4.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_medr_P7.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_medr_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_medr_P5.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_medr_P3.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_medr_P6.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_chemr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_statr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_statr_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_statr_P3.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_admindocs_corres_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_admindocs_corres_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020287S10_Fragmin_admindocs_corres_P3.pdf""]}]",New or Modified Indication,10,NDA020287,
aa7c9262bb684a7085518c9de7931010,NDA021318-012,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/021318s012lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/021318s012ltr.pdf""]}]",New or Modified Indication,12,NDA021318,
2f58a98e78c646a58026d8a7a406696c,NDA020560-038,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020560s038_021575s007lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020560s038,021575s007ltr.pdf""]}]",New or Modified Indication,38,NDA020560,
740db5bdf3534fb78af0a0408f90128f,NDA020560-003,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/20560ap_s03_s06.pdf""]}]",New or Modified Indication,3,NDA020560,Label is not available
11294e50140c43999fb5ff49bc6a0966,NDA020560-023,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20563S23ltr.pdf""]}]",New or Modified Indication,23,NDA020560,Label is not available
793e175dafae4dc4ba790b017d889bfb,NDA020560-006,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/20560ap_s03_s06.pdf""]}]",New or Modified Indication,6,NDA020560,Label is not available
783db366255448b59b50b1220ff711fd,NDA021273-006,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021273s006lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021273s006ltr.pdf""]}]",New or Modified Indication,6,NDA021273,
e6414bb06568437481f5d9a9c65b32fd,NDA021211-007,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/021211s007lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/021211s007ltr.pdf""]}]",New or Modified Indication,7,NDA021211,
0bcda61afc404623881ea71cdf0170e9,NDA020306-005,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20306_FLUDEOXYGLUCOSE_prntlbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20306_FLUDEOXYGLUCOSE_APPROV.PDF""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20306_FLUDEOXYGLUCOSE_APPROV.PDF""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20306_FLUDEOXYGLUCOSE_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20306_FLUDEOXYGLUCOSE_admindocs_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20306_FLUDEOXYGLUCOSE_admindocs_P2.pdf""]}]",New or Modified Indication,5,NDA020306,
421e7145423f439a99424443c2b3ffa6,NDA020121-005,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/20121.pdf""]}]",New or Modified Indication,5,NDA020121,Label is not available
