meta_id,meta_source,meta_created,meta_updated,id,documents,approval_type,supplement_number,action_date,fda_application_num,notes
6ab8e8c96381473697e56be0696660cb,,2016-07-26T03:31:10.868202+00:00,2016-07-26T03:31:10.868202+00:00,NDA020075-004,[],New or Modified Indication,4,1996-06-14,NDA020075,Label is not available
da1042a5ee084f9380f3946df9d7ff46,,2016-07-26T03:29:58.912021+00:00,2016-07-26T03:29:58.912021+00:00,NDA020702-018,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/20702S18LTR.PDF""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020702-S018_LIPITOR%20TABLETS_APPROV.PDF""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020702-S018_LIPITOR%20TABLETS_MEDR.PDF""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020702-S018_LIPITOR%20TABLETS_CHEMR.PDF""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020702-S018_LIPITOR%20TABLETS_PHARMR.PDF""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020702-S018_LIPITOR%20TABLETS_STATR.PDF""]}, {""name"": ""Administrative Document(s)/Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/020702-S018_LIPITOR%20TABLETS_ADMINCORRES.PDF""]}]",New or Modified Indication,18,1999-12-02,NDA020702,Label is not available
b926d344b2b648dbab87408276be6b69,,2016-07-26T03:41:25.169280+00:00,2016-07-26T03:41:25.169280+00:00,NDA021365-004,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21323se1-003,se8-007,21365se8-001,se1-004_lexapro_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21323se1-003,se8-007,21365se8-001,se1-004ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021323_S003&021365_S004_LEXAPRO_TABS.pdf""]}]",New or Modified Indication,4,2003-12-18,NDA021365,
b6b7554796c44611b17e3e4cc9d059d2,,2016-07-26T03:41:26.612958+00:00,2016-07-26T03:41:26.612958+00:00,NDA021323-003,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21323se1-003,se8-007,21365se8-001,se1-004_lexapro_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21323se1-003,se8-007,21365se8-001,se1-004ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021323_S003&021365_S004_LEXAPRO_TABS.pdf""]}]",New or Modified Indication,3,2003-12-18,NDA021323,
2d1a2a312d3a4861a8449ee14ce18741,,2016-07-26T03:56:50.653012+00:00,2016-07-26T03:56:50.653012+00:00,NDA008720-006,[],New or Modified Indication,6,1991-12-19,NDA008720,Label is not available
0d6806ce62eb495faa0a19faa8a9a367,,2016-07-26T03:57:50.744823+00:00,2016-07-26T03:57:01.905012+00:00,NDA020635-026,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20634se1-027,20635se1-026_levaquin_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20634se1-027,20635se1-026ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020635_S026_LEVAQUIN.pdf""]}]",New or Modified Indication,26,2003-05-23,NDA020635,
dfd78b2854954a1490574489cc5b4da0,,2016-07-26T03:57:50.785494+00:00,2016-07-26T03:57:01.945383+00:00,NDA020635-010,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20634S13lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S10ltr.pdf""]}]",New or Modified Indication,10,2000-09-08,NDA020635,
94787cd4010a4656904ed6b7d16cff2d,,2016-07-26T03:57:50.722622+00:00,2016-07-26T03:57:01.887154+00:00,NDA020635-035,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s035,20635s035,21721s003lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634s035,20635s035,21721s003ltr.pdf""]}]",New or Modified Indication,35,2004-11-24,NDA020635,
b4b250bcdad44425a26fe4258b3a100c,,2016-07-26T03:57:50.740579+00:00,2016-07-26T03:57:01.892770+00:00,NDA020635-030,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634s030,20635s030ltr.pdf""]}]",New or Modified Indication,30,2004-07-14,NDA020635,Label is not available
c66d4eedaaa349b591cd7f29b3f6f085,,2016-07-26T03:57:50.757046+00:00,2016-07-26T03:57:01.908932+00:00,NDA020635-022,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20634se1-025,20635se1-022ltr.pdf""]}]",New or Modified Indication,22,2002-10-30,NDA020635,Label is not available
949b3e671e824c4dba7417b4e4871a49,,2016-07-26T03:57:01.962756+00:00,2016-07-26T03:57:01.962756+00:00,NDA020635-003,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_prntlbl_P1.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_appltr.pdf""]}, {""name"": ""Approval Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_appltr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_prntlbl_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_prntlbl_P2.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_medr.pdf""]}, {""name"": ""Chemistry Review(s), Environmental Assessment & Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_chemr_EA_statr.pdf""]}, {""name"": ""Microbiology Review(s) & Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_micror_clinphrm.pdf""]}, {""name"": ""Administrative Document(s)/Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020634s04_admindocs_corres.pdf""]}]",New or Modified Indication,3,1998-12-17,NDA020635,
4a0a61691cf1445aafdefb2e63d0e377,,2016-07-26T03:57:01.947972+00:00,2016-07-26T03:57:01.947972+00:00,NDA020635-007,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S7,8LTR.PDF""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_Prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_Medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_Medr_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_Medr_P3.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_Chemr.pdf""]}, {""name"": ""Microbiology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_Microbr.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_BioPharmr.pdf""]}, {""name"": ""Administrative Document(s) & Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-634S008_Levaquin_AdminCorres.pdf""]}]",New or Modified Indication,7,2000-02-02,NDA020635,Label is not available
d56ad2f789ee4731bdd532814f0d51c0,,2016-07-26T03:57:49.351193+00:00,2016-07-26T03:57:49.351193+00:00,NDA021721-003,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s035,20635s035,21721s003lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634s035,20635s035,21721s003ltr.pdf""]}]",New or Modified Indication,3,2004-11-24,NDA021721,
d851abb625d641e2b48dc7a1242be27b,,2016-07-26T03:58:59.474921+00:00,2016-07-26T03:58:59.474921+00:00,NDA020634-013,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/20634S13lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20635S10ltr.pdf""]}]",New or Modified Indication,13,2000-09-08,NDA020634,
b9f47a7ea5644417a3834e0bda9e43bf,,2016-07-26T03:58:59.418723+00:00,2016-07-26T03:58:59.418723+00:00,NDA020634-035,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s035,20635s035,21721s003lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/20634s035,20635s035,21721s003ltr.pdf""]}]",New or Modified Indication,35,2004-11-24,NDA020634,
d1a88b96fe444db1a6d1f5f0b3ff40ba,,2016-07-26T03:58:59.424466+00:00,2016-07-26T03:58:59.424466+00:00,NDA020634-030,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/20634s030,20635s030lbl.pdf""]}]",New or Modified Indication,30,2004-07-14,NDA020634,
8dff67400fd54d1695e8d716ea74703b,,2016-07-26T03:58:59.436836+00:00,2016-07-26T03:58:59.436836+00:00,NDA020634-027,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20634se1-027,20635se1-026_levaquin_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20634se1-027,20635se1-026ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020634_S027_LEVAQUIN.pdf""]}]",New or Modified Indication,27,2003-05-23,NDA020634,
a67cb82468e8499598c12410d8509e8b,,2016-07-26T03:58:59.438175+00:00,2016-07-26T03:58:59.438175+00:00,NDA020634-025,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20634se1-025,20635se1-022ltr.pdf""]}]",New or Modified Indication,25,2002-10-30,NDA020634,Label is not available
5a58a936529f4556a8faa472c777f68e,,2016-07-26T04:05:07.338799+00:00,2016-07-26T04:05:07.338799+00:00,NDA008719-008,[],New or Modified Indication,8,1991-12-19,NDA008719,Label is not available
50d9bfe1a72d449d98f863ffff5696bd,,2016-07-26T04:06:36.357935+00:00,2016-07-26T04:06:36.357935+00:00,NDA021192-005,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20261se1-033,21192se1-005_lescol_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20261se1-033,21192se1-005ltr.pdf""]}]",New or Modified Indication,5,2003-05-27,NDA021192,
1435713cda83466095900b1632a953c3,,2016-07-26T04:06:38.257053+00:00,2016-07-26T04:06:38.257053+00:00,NDA020261-033,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20261se1-033,21192se1-005_lescol_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20261se1-033,21192se1-005ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020261_S033_LESCOL_CAPS_AP.pdf""]}]",New or Modified Indication,33,2003-05-27,NDA020261,
5b9163ce6c7046ebb51557f52d49b725,,2016-07-26T04:06:38.264232+00:00,2016-07-26T04:06:38.264232+00:00,NDA020261-025,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20261S25ltr.pdf""]}]",New or Modified Indication,25,2000-12-18,NDA020261,Label is not available
cec8974a68424003ae06673fccd2f2cb,,2016-07-26T04:06:38.304287+00:00,2016-07-26T04:06:38.304287+00:00,NDA020261-012,[],New or Modified Indication,12,1997-10-01,NDA020261,Label is not available
f59833d3ccae461ea9bd1f70183117a3,,2016-07-26T04:10:45.586566+00:00,2016-07-26T04:10:45.586566+00:00,NDA008107-040,[],New or Modified Indication,40,1991-12-12,NDA008107,Label is not available
3751255d84a6411aa06446b6dbedd55d,,2016-07-26T04:10:45.600276+00:00,2016-07-26T04:10:45.600276+00:00,NDA008107-039,[],New or Modified Indication,39,1988-08-31,NDA008107,Label is not available
48ffd2dc2389448fa5f891fc4ee031af,,2016-07-26T04:27:27.749285+00:00,2016-07-26T04:27:27.749285+00:00,NDA020764-020,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020241SLRs10s21s25s26s27,020764SLRs3s14s18s19s20lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020241s10,s21,s25,s27,020764s3,s14,s18,s19,s20LTR.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/020764_s020_Lamictal-optimized.pdf""]}]",New or Modified Indication,20,2006-09-22,NDA020764,
290fe2b1bf3d4bbcabccf28c1c551882,,2016-07-26T04:27:27.747928+00:00,2016-07-26T04:27:27.747928+00:00,NDA020764-003,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020241SLRs10s21s25s26s27,020764SLRs3s14s18s19s20lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020241s10,s21,s25,s27,020764s3,s14,s18,s19,s20LTR.pdf""]}]",New or Modified Indication,3,2006-09-25,NDA020764,
017d83458ed24e57bb1040bd51e68338,,2016-07-26T04:27:27.767110+00:00,2016-07-26T04:27:27.767110+00:00,NDA020764-002,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/020241s008lbl.pdf""]}]",New or Modified Indication,2,2003-01-17,NDA020764,
e8c276900eb54bdead3ef936917e0ffa,,2016-07-26T04:27:29.594217+00:00,2016-07-26T04:27:29.594217+00:00,NDA020241-027,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020241s10s21s25s26s27,020764s3s14s18s19s20lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020241s10,s21,s25,s27,020764s3,s14,s18,s19,s20LTR.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/020764_s020_Lamictal-optimized.pdf""]}]",New or Modified Indication,27,2006-09-22,NDA020241,
2a67d599f3d741ae8d268462f684e351,,2016-07-26T04:27:29.595550+00:00,2016-07-26T04:27:29.592579+00:00,NDA020241-010,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020241s10s21s25s26s27,020764s3s14s18s19s20lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020241s10,s21,s25,s27,020764s3,s14,s18,s19,s20LTR.pdf""]}]",New or Modified Indication,10,2006-09-22,NDA020241,
04657842bd93495cb8059e0a483f192c,,2016-07-26T04:27:29.614819+00:00,2016-07-26T04:27:29.614819+00:00,NDA020241-008,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/020241s008lbl.pdf""]}]",New or Modified Indication,8,2003-01-17,NDA020241,
593fef92e5b943b8af88222aed7a43f1,,2016-07-26T04:27:27.773810+00:00,2016-07-26T04:27:27.773810+00:00,NDA020764-001,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/20241s03lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20241s3ltr.pdf""]}, {""name"": ""Approval Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_appltr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_prntlbl_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_prntlbl_P2.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P4.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P7.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P5.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P8.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P3.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P6.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_medr_P9.pdf""]}, {""name"": ""Chemistry Review(s) & EA/Fonsi"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_chemr_EA.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_statr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_statr_P2.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_clinphrmr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_clinphrmr_P2.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_admindocs_corres_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_admindocs_corres_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020241s003_admindocs_corres_P3.pdf""]}]",New or Modified Indication,1,1998-12-14,NDA020764,
53881f149b64431ebdd52f2358ff51fb,,2016-07-26T04:27:27.753547+00:00,2016-07-26T04:27:27.753547+00:00,NDA020764-011,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20241se1-017,20764se1-011_lamictal_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20241se1-017,20764se1-011ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_APPROV.pdf""]}, {""name"": ""Approvable Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_APPROVABLELTR.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_PRNTLBL.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_MEDR.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_CHEMR.pdf""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_PHARMR.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_STATR.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_BIOPHARMR.pdf""]}, {""name"": ""Administrative Document(s) & Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020241_S017_LAMICTAL%20TABLETS%20AND%20CHEWABLE%20DISPERSIBLE_ADMINCORRES.pdf""]}]",New or Modified Indication,11,2003-06-20,NDA020764,
9727716aa3e44a97b1bd00fd1caded57,,2016-07-26T04:31:51.232609+00:00,2016-07-26T04:31:27.089674+00:00,NDA020846-001,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/1999/20846s001lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1999/20846s1ltr.pdf""]}]",New or Modified Indication,1,1999-07-26,NDA020846,
466f892b83b2433cb9a56e19b1cd9238,,2016-07-26T04:31:54.501672+00:00,2016-07-26T04:31:46.870462+00:00,NDA020192-003,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/020192_S003.pdf""]}]",New or Modified Indication,3,1997-01-21,NDA020192,Label is not available
5e0347ce857a4815aa768dc586ca6ada,,2016-07-26T04:35:09.657445+00:00,2016-07-26T04:35:09.657445+00:00,NDA200678-003,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/200678s003s004lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/200678s003,s004ltr.pdf""]}]",New or Modified Indication,3,2012-03-07,NDA200678,
146997e5216540248b4408b383a5e66f,,2016-07-26T04:37:34.651101+00:00,2016-07-26T04:37:34.651101+00:00,NDA017533-023,[],New or Modified Indication,23,1997-04-09,NDA017533,Label is not available
415293a43e414f62bd9a823fe933f8cb,,2016-07-26T04:37:49.822839+00:00,2016-07-26T04:37:49.822839+00:00,NDA017697-005,[],New or Modified Indication,5,1986-08-25,NDA017697,Label is not available
c4a405820f684dc1965175a80ff6daba,,2016-07-26T04:38:01.367468+00:00,2016-07-26T04:38:01.367468+00:00,BLA103950-5136,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/103950s5136lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/103950Orig1s5136ltr.pdf""]}]",New or Modified Indication,5136,2012-12-21,BLA103950,
72ed5edaa1aa44dca02a89f952509450,,2016-07-26T04:45:26.838407+00:00,2016-07-26T04:45:26.838407+00:00,NDA021872-005,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021872s005lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021872s005ltr.pdf""]}]",New or Modified Indication,5,2008-05-16,NDA021872,
8173915d166542e5b60446430743f857,,2016-07-26T04:45:50.107861+00:00,2016-07-26T04:45:50.107861+00:00,NDA021505-013,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021035s057,021505s013lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021035s057, 021505s013ltr.pdf""]}]",New or Modified Indication,13,2007-03-19,NDA021505,
06b35eddeeda450da8ae16ae2cb4da79,,2016-07-26T04:45:50.109383+00:00,2016-07-26T04:45:50.109383+00:00,NDA021505-009,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021035s050s054,021505s009lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021035s050, 054, 21505s009LTR.pdf""]}]",New or Modified Indication,9,2006-08-15,NDA021505,
7e81e5c13b8b4fa09fe7f901ff7e45a9,,2016-07-26T04:45:53.194995+00:00,2016-07-26T04:45:53.194995+00:00,NDA021035-057,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021035s057,021505s013lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021035s057, 021505s013ltr.pdf""]}]",New or Modified Indication,57,2007-03-19,NDA021035,
5a75ccc98b2f4995b0beaeb6de9836e3,,2016-07-26T04:45:53.198031+00:00,2016-07-26T04:45:53.198031+00:00,NDA021035-050,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021035s050s054,021505s009lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021035s050, 054, 21505s009LTR.pdf""]}]",New or Modified Indication,50,2006-08-15,NDA021035,
7085700648134cfb804432da63591504,,2016-07-26T04:47:26.744842+00:00,2016-07-26T04:47:26.744842+00:00,NDA050482-018,[],New or Modified Indication,18,1985-11-25,NDA050482,Label is not available
f939e46f12704f0b80f178bf759e915e,,2016-07-26T04:53:08.067471+00:00,2016-07-26T04:47:38.630894+00:00,NDA022331-002,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022331s001s002lbl.pdf""]}]",New or Modified Indication,2,2010-09-28,NDA022331,
